id,Name,Nationality,Club,Score,International_reputation
11701,U. Saltnes,Norway,FK Bodø/Glimt,64,1
11702,Mi Haolun,China,Tianjin Quanjian FC,64,1
11703,V. Vasić,Serbia,Royal Excel Mouscron,64,1
11704,B. Touré,Cote d'Ivoire,Vitória Guimarães,64,1
11705,J. Chapman,Canada,Toronto FC,64,1
11706,K. Woolery,United Kingdom,Swindon Town,64,1
11707,Kako Sanz,Spain,CD Numancia,64,1
11708,Ángel García,Spain,Wisła Płock,64,1
11709,D. Kiki,Benin,Stade Brestois 29,64,1
11710,D. Donohue,United Kingdom,Mansfield Town,64,1
11711,M. Firenze,Italy,US Salernitana 1919,64,1
11712,M. Ošs,Latvia,Neuchâtel Xamax,64,1
11713,S. Kobayashi,Japan,Oita Trinita,64,1
11714,K. Enghardt,Denmark,Lyngby BK,64,1
11715,S. Chabbi,Tunisia,Gazişehir Gaziantep F.K.,64,1
11716,A. Hopmark,Norway,Kristiansund BK,64,1
11717,J. Dem,Germany,SG Sonnenhof Großaspach,64,1
11718,L. Wolsztyński,Poland,Górnik Zabrze,64,1
11719,Y. Goto,Japan,Oita Trinita,64,1
11720,J. Salcedo,Colombia,Once Caldas,64,1
11721,E. Papa,Albania,FC Botoşani,64,1
11722,K. Debaty,Belgium,Waasland-Beveren,64,1
11723,L. Kalludra,Sweden,Kristiansund BK,64,1
11724,F. Kastrati,Kosovo,Kristiansund BK,64,1
11725,M. Bakenga,Norway,Tromsø IL,64,1
11726,A. Zamora,Mexico,Puebla FC,64,1
11727,T. Björkström,Sweden,IK Sirius,64,1
11728,G. Kongshavn,Norway,Tromsø IL,64,1
11729,W. Cuero,Colombia,Alianza Petrolera,64,1
11730,J. Proctor,United Kingdom,Rotherham United,64,1
11731,G. Álvarez,Bolivia,Bolivia,64,1
11732,N. Cameron,United Kingdom,Macclesfield Town,64,1
11733,C. McAleny,United Kingdom,Fleetwood Town,64,1
11734,M. Jurdík,Czech Republic,WSG Tirol,64,1
11735,A. Sarcevic,United Kingdom,Plymouth Argyle,64,1
11736,J. Kamber,Switzerland,Neuchâtel Xamax,64,1
11737,D. Offenbacher,Austria,FC Hermannstadt,64,1
11738,B. Ibini,Australia,Jeonbuk Hyundai Motors,64,1
11739,L. Norris,United Kingdom,Colchester United,64,1
11740,H. Ben Moussa,Netherlands,Sepsi OSK,64,1
11741,R. Bennett,United Kingdom,Peterborough United,64,1
11742,M. Jeannin,Algeria,Clermont Foot 63,64,1
11743,R. Bouhenna,Algeria,Sepsi OSK,64,1
11744,T. Dieng,France,Southend United,64,1
11745,G. Morrissey,Ireland,Cork City,64,1
11746,J. Tveita,Norway,Sarpsborg 08 FF,64,1
11747,B. Dickenson,United Kingdom,Milton Keynes Dons,64,1
11748,Han Yong Su,South Korea,Gangwon FC,64,1
11749,L. Zuta,Macedonia,Atiker Konyaspor,64,1
11750,S. Grether,Switzerland,FC Luzern,64,1
11751,O. Ademi,Switzerland,Eintracht Braunschweig,64,1
11752,B. Rowe,United States,Orlando City SC,64,1
11753,S. Al Sawadi,Saudi Arabia,Al Raed,64,1
11754,N. Brock-Madsen,Denmark,AC Horsens,64,1
11755,D. Dziwniel,Poland,Korona Kielce,64,1
11756,B. Moe,Norway,FK Bodø/Glimt,64,1
11757,I. Berezovskyi,Ukraine,SV Darmstadt 98,64,1
11758,A. Kann,United States,Atlanta United,64,1
11759,Y. Asprilla,Colombia,Atlético Bucaramanga,64,1
11760,M. Rosales,Argentina,Estudiantes de La Plata,64,1
11761,F. Coniglio,Argentina,Club Atlético Huracán,64,1
11762,S. Sané,Germany,Karlsruher SC,64,1
11763,O. Palmer,United Kingdom,Crawley Town,64,1
11764,J. Manconi,Italy,Perugia,64,1
11765,Han Seok Jong,South Korea,Sangju Sangmu FC,64,1
11766,J. Biada,Germany,SV Sandhausen,64,1
11767,M. Demetriou,United Kingdom,Newport County,64,1
11768,D. Luxbacher,Austria,SKN St. Pölten,64,1
11769,N. Aankour,Morocco,Arka Gdynia,64,1
11770,Jon García,Spain,SD Ponferradina,64,1
11771,S. Rouiller,Switzerland,Servette FC,64,1
11772,I. Jónsson,Iceland,Iceland,64,1
11773,F. Azemi,Norway,Tromsø IL,64,1
11774,K. Hoggas,France,KSV Cercle Brugge,64,1
11775,F. Madrigal,Mexico,Atlético de San Luis,64,1
11776,Nacho,Spain,CD Numancia,64,1
11777,N. Karger,Germany,TSV 1860 München,64,1
11778,T. Endoh,Japan,Toronto FC,64,1
11779,O. Hawkins,United Kingdom,Portsmouth,64,1
11780,Heo Yong Joon,South Korea,Pohang Steelers,64,1
11781,Han Hee Hoon,South Korea,Daegu FC,64,1
11782,T. Morita,Japan,Matsumoto Yamaga,64,1
11783,A. Al Qahtani,Saudi Arabia,Al Fayha,64,1
11784,Y. Matsushita,Japan,Vegalta Sendai,64,1
11785,R. Shinzato,Japan,Júbilo Iwata,64,1
11786,S. Takagi,Japan,Oita Trinita,64,1
11787,Y. Misao,Japan,Oita Trinita,64,1
11788,H. Shimoda,Japan,Kawasaki Frontale,64,1
11789,R. Babenko,Ukraine,Raków Częstochowa,64,1
11790,Y. Mamilonne,France,FC Chambly Oise,64,1
11791,M. Huber,Austria,TSV Hartberg,64,1
11792,K. Larson,Sweden,IK Sirius,64,1
11793,D. van Crooij,Netherlands,VVV-Venlo,64,1
11794,J. Pirinen,Finland,Tromsø IL,64,1
11795,V. Hammershøj-Mistrati,Denmark,Randers FC,64,1
11796,R. Herrmann,Germany,FC Würzburger Kickers,64,1
11797,A. Peteleu,Romania,CFR Cluj,64,1
11798,J. Riquett,Colombia,La Equidad,64,1
11799,F. Grahl,Argentina,Club Atlético Aldosivi,64,1
11800,A. Al Nemer,Saudi Arabia,Al Wehda,64,1
11801,Y. Andia,Chile,Unión La Calera,64,1
11802,M. Laurent,Belgium,KAS Eupen,64,1
11803,J. Matuwila,Angola,1. FC Kaiserslautern,64,1
11804,D. Bertrand,France,AS Nancy Lorraine,64,1
11805,S. Rénot,France,ESTAC Troyes,64,1
11806,H. Amin,Afghanistan,SV Meppen,64,1
11807,M. Savković,Serbia,Jagiellonia Białystok,64,1
11808,K. Onose,Japan,Gamba Osaka,64,1
11809,Y. Hoshi,Japan,Oita Trinita,64,1
11810,K. Isa,Japan,Oita Trinita,64,1
11811,A. Ibayashi,Japan,Sanfrecce Hiroshima,64,1
11812,Park Ilgyu,South Korea,Yokohama F. Marinos,64,1
11813,K. Hattori,Japan,Matsumoto Yamaga,64,1
11814,Maguinho,Brazil,Kawasaki Frontale,64,1
11815,B. Sekulić,Slovakia,Górnik Zabrze,64,1
11816,J. Mullin,United Kingdom,Ross County FC,64,1
11817,I. Goranov,Bulgaria,Bulgaria,64,1
11818,P. Green,Ireland,Crewe Alexandra,64,1
11819,G. Morris,United Kingdom,Crawley Town,64,1
11820,J. Jönsson,Sweden,IF Elfsborg,64,1
11821,P. Clarke,United Kingdom,Fleetwood Town,64,1
11822,J. McAnuff,Jamaica,Leyton Orient,64,1
11823,L. Holmes,United Kingdom,Exeter City,64,1
11824,T. Berni,Italy,Inter,64,1
11825,D. Haas,Germany,FC Erzgebirge Aue,64,1
11826,L. Miller,United Kingdom,Livingston FC,64,1
11827,L. Walthert,Switzerland,Neuchâtel Xamax,64,1
11828,D. Potter,Ireland,Tranmere Rovers,64,1
11829,R. Foster,United Kingdom,St. Johnstone FC,64,1
11830,D. Lewington,United Kingdom,Milton Keynes Dons,64,1
11831,S. MacLean,United Kingdom,Heart of Midlothian,64,1
11832,C. Muñoz,Argentina,CD Universidad de Concepción,64,1
11833,David Prieto,Spain,CF Fuenlabrada,64,1
11834,Carlos Caballero,Spain,CF Fuenlabrada,64,1
11835,C. Vâtcă,Romania,CFR Cluj,64,1
11836,J. White,United Kingdom,Southend United,64,1
11837,A. Askar,Ethiopia,Sarpsborg 08 FF,64,1
11838,Choi Jae Soo,South Korea,Gyeongnam FC,64,1
11839,J. Borring,Denmark,AC Horsens,64,1
11840,M. Ørnskov,Denmark,Lyngby BK,64,1
11841,T. Gebauer,Austria,LASK Linz,64,1
11842,Ricardo Batista,Portugal,Gaz Metan Mediaş,64,1
11843,M. Cortés,Argentina,Curicó Unido,64,1
11844,N. Hoheneder,Austria,Chemnitzer FC,64,1
11845,B. Fuller,United Kingdom,Gillingham,64,1
11846,K. Chiba,Japan,Nagoya Grampus,64,1
11847,C. Eagles,United Kingdom,Oldham Athletic,64,1
11848,J. Perch,United Kingdom,Scunthorpe United,64,1
11849,J. Forte,Barbados,Exeter City,64,1
11850,L. Frecklington,Ireland,Lincoln City,64,1
11851,T. Craig,United Kingdom,Bristol Rovers,64,1
11852,M. Papadopulos,Czech Republic,Korona Kielce,64,1
11853,C. Davies,United Kingdom,Mansfield Town,64,1
11854,J. Lillis,United Kingdom,Rochdale,64,1
11855,Cho Yong Hyung,South Korea,Jeju United FC,64,2
11856,Yang Sang Min,South Korea,Suwon Samsung Bluewings,64,1
11857,Kwak Tae Hwi,South Korea,Gyeongnam FC,64,1
11858,C. McCann,Ireland,DC United,64,1
11859,D. Stroh-Engel,Germany,SpVgg Unterhaching,64,1
11860,P. Bürger,Austria,SV Mattersburg,64,1
11861,L. Martin,United Kingdom,Exeter City,64,1
11862,E. Hernández,Mexico,Club Atlas,64,1
11863,M. Gardyne,United Kingdom,Ross County FC,64,1
11864,R. McArdle,United Kingdom,Scunthorpe United,64,1
11865,J. Grant,Jamaica,Plymouth Argyle,64,1
11866,L. Prosser,United Kingdom,Colchester United,64,1
11867,F. Sulmoni,Switzerland,FC Lugano,64,1
11868,C. Doudin,Switzerland,Neuchâtel Xamax,64,1
11869,S. Davies,United Kingdom,Hamilton Academical FC,64,1
11870,L. Piątek,Poland,LKS Lodz,64,1
11871,A. Wordsworth,United Kingdom,AFC Wimbledon,64,1
11872,E. Upson,United Kingdom,Bristol Rovers,64,1
11873,R. Kitoko,Belgium,Racing Santander,64,2
11874,E. Jónsson,Iceland,SønderjyskE,64,1
11875,M. Nielsen,Denmark,Sarpsborg 08 FF,64,1
11876,L. James,United Kingdom,Forest Green Rovers,64,1
11877,Bae Ki Jong,South Korea,Gyeongnam FC,64,1
11878,M. Gostomski,Poland,FK Haugesund,64,1
11879,J. Arvidsson,Sweden,IK Sirius,64,1
11880,N. Feldhahn,Germany,Bayern München II,64,1
11881,L. Martínez,Mexico,Tiburones Rojos de Veracruz,64,1
11882,R. Vincelot,France,Shrewsbury,64,1
11883,A. Williams,United Kingdom,Northampton Town,64,1
11884,F. Morais,Portugal,Crawley Town,64,1
11885,N. Malić,Austria,SV Mattersburg,64,1
11886,T. Pope,United Kingdom,Port Vale,64,1
11887,K. Bülow,Germany,FC Hansa Rostock,64,1
11888,Y. De Winter,Belgium,Royal Antwerp FC,64,1
11889,B. Olejnik,Austria,Mansfield Town,64,1
11890,Ione Cabrera,Spain,WSG Tirol,64,1
11891,B. Mitrev,Bulgaria,FC Voluntari,64,1
11892,H. Singh,Norway,HJK Helsinki,64,1
11893,R. Reid,United Kingdom,Cheltenham Town,64,1
11894,M. Viniegra,Mexico,FC Juárez,64,1
11895,Park Won Jae,South Korea,Jeonbuk Hyundai Motors,64,1
11896,H. Taniguchi,Japan,Sagan Tosu,64,1
11897,G. Deegan,Ireland,Cambridge United,64,1
11898,Wang Xiaolong,China,Tianjin Quanjian FC,64,1
11899,G. Bolger,Ireland,Shamrock Rovers,64,1
11900,A. Legzdins,United Kingdom,Burnley,64,1
11901,S. Lang,Switzerland,Servette FC,64,1
11902,K. Sheppard,Ireland,Cork City,64,1
11903,C. Kröpfl,Austria,TSV Hartberg,64,1
11904,M. Howard,United Kingdom,Blackpool,64,1
11905,K. Walker,Sweden,Djurgårdens IF,64,1
11906,F. Brustad,Norway,Mjøndalen IF,64,1
11907,E. Israelsson,Sweden,Vålerenga Fotball,64,1
11908,Yu Dabao,China,Beijing Sinobo Guoan FC,64,2
11909,R. Vikstøl,Norway,Viking FK,64,1
11910,J. Ayala,Argentina,Rosario Central,64,1
11911,M. Ellis,United Kingdom,Tranmere Rovers,64,1
11912,M. Albertazzi,Italy,Livorno,64,1
11913,A. Winter,Switzerland,FC Zürich,64,1
11914,S. Madden,Ireland,St. Patrick's Athletic,64,1
11915,Shin Kwang Hoon,South Korea,Gangwon FC,64,1
11916,J. Hoffman,Australia,Newcastle Jets,64,1
11917,Koffi,Cote d'Ivoire,SV Waldhof Mannheim,64,1
11918,Lu Lin,China,Guangzhou R&F FC,64,1
11919,S. Wagstaff,United Kingdom,AFC Wimbledon,64,1
11920,J. O'Toole,Ireland,Burton Albion,64,1
11921,B. Kantarovski,Australia,Newcastle Jets,64,1
11922,Cho Soo Hyuk,South Korea,Ulsan Hyundai FC,64,1
11923,Lee Yun Pyo,South Korea,Incheon United FC,64,1
11924,Hong Jung Nam,South Korea,Jeonbuk Hyundai Motors,64,1
11925,Cho Dong Gun,South Korea,Sagan Tosu,64,1
11926,M. Dąbrowski,Poland,Zagłębie Lubin,64,1
11927,D. Moxey,United Kingdom,Exeter City,64,1
11928,B. Easton,United Kingdom,Hamilton Academical FC,64,1
11929,D. Germinale,Italy,Pordenone,64,1
11930,Fábinho,Brazil,Philadelphia Union,64,1
11931,C. Walch,Austria,WSG Tirol,64,1
11932,E. Ledesma,Argentina,FC Cincinnati,64,1
11933,P. Taylor,United Kingdom,Stevenage,64,1
11934,C. Klem,Austria,TSV Hartberg,64,1
11935,A. Bittroff,Germany,KFC Uerdingen 05,64,1
11936,C. Gustafsson,Sweden,IK Sirius,64,1
11937,J. Mårtensson,Sweden,Örebro SK,64,1
11938,M. Facchinetti,Switzerland,FC Sion,64,1
11939,A. MacDonald,United Kingdom,Mansfield Town,64,1
11940,S. Caturano,Italy,Virtus Entella,64,1
11941,M. Eramo,Italy,Virtus Entella,64,1
11942,T. Obadeyi,United Kingdom,FC Sochaux-Montbéliard,64,1
11943,N. Crovetto,Chile,Audax Italiano,64,1
11944,L. Kontogiannis,Mexico,Tiburones Rojos de Veracruz,64,1
11945,D. Telgenkamp,Netherlands,FC Emmen,64,1
11946,J. Clarke,United Kingdom,Scunthorpe United,64,1
11947,J. Bowery,United Kingdom,Milton Keynes Dons,64,2
11948,J. Tsoumou,Congo Republic,FC Hermannstadt,64,1
11949,D. Hofbauer,Austria,SKN St. Pölten,64,1
11950,D. Powell,United Kingdom,Crewe Alexandra,64,1
11951,R. Wallace,Costa Rica,Sporting Kansas City,64,1
11952,Y. Kasim,Iraq,Örebro SK,64,1
11953,R. Kiernan,Ireland,Southend United,64,1
11954,F. Liverstam,Sweden,Helsingborgs IF,64,1
11955,A. Al Zori,Saudi Arabia,Al Wehda,64,1
11956,Lim Sang Hyub,South Korea,Jeju United FC,64,1
11957,S. Rafn,Norway,Lillestrøm SK,64,1
11958,H. Tanaka,Japan,Matsumoto Yamaga,64,1
11959,J. Edwards,United Kingdom,Plymouth Argyle,64,1
11960,M. Marrone,Australia,Adelaide United,64,1
11961,B. Reeves,United Kingdom,Milton Keynes Dons,64,1
11962,M. Schwenk,Germany,Eintracht Braunschweig,64,1
11963,S. Neville,Australia,Brisbane Roar,64,1
11964,K. Kratz,Germany,Atlanta United,64,1
11965,A. Papazoglou,Greece,FC Voluntari,64,1
11966,M. Sans,France,Chamois Niortais Football Club,64,1
11967,L. Poujol,France,Rodez Aveyron Football,64,1
11968,J. Shea,United Kingdom,Luton Town,64,1
11969,M. Pink,Austria,SK Sturm Graz,64,1
11970,M. Aratore,Switzerland,FC Lugano,64,1
11971,B. McKay,United Kingdom,Ross County FC,64,1
11972,L. Ridehalgh,United Kingdom,Tranmere Rovers,64,1
11973,J. Mason,Ireland,Milton Keynes Dons,64,1
11974,J. Hingert,Australia,Brisbane Roar,64,1
11975,A. Marino,Italy,Venezia FC,64,1
11976,G. Tulli,Italy,Trapani,64,1
11977,G. Wylde,United Kingdom,Livingston FC,64,1
11978,L. Tankulic,Germany,SV Meppen,64,1
11979,C. Hussey,United Kingdom,Cheltenham Town,64,1
11980,H. Mizumoto,Japan,Matsumoto Yamaga,64,1
11981,P. Cowan-Hall,United Kingdom,Colchester United,64,1
11982,K. Appiah,Ghana,AFC Wimbledon,64,1
11983,R. Bowman,United Kingdom,Exeter City,64,1
11984,A. Martin,United Kingdom,Exeter City,64,1
11985,P. Slišković,Croatia,MSV Duisburg,64,1
11986,J. Nilsen,Norway,FK Haugesund,64,1
11987,D. McMillan,Ireland,St. Johnstone FC,64,1
11988,K. Ward,Ireland,Bohemian FC,64,1
11989,Vicente,Brazil,Castellammare di Stabia,64,1
11990,V. Créhin,France,Le Mans FC,64,1
11991,E. Sağlik,Belgium,Sporting de Charleroi,64,1
11992,A. Latifu,Nigeria,Mjøndalen IF,64,1
11993,S. Payne,United Kingdom,Tranmere Rovers,64,1
11994,M. Guezoui,France,FC Chambly Oise,64,1
11995,Lee Jae Kwon,South Korea,Gangwon FC,64,1
11996,T. Rühle,Germany,KFC Uerdingen 05,64,1
11997,M. Nielsen,Denmark,Randers FC,64,1
11998,B. Gartland,Ireland,Dundalk,64,1
11999,F. Julienne,France,Le Mans FC,64,1
12000,N. Ajose,United Kingdom,Exeter City,64,1
12001,G. Ivanov,Bulgaria,Bulgaria,64,1
12002,S. Carrasco,United States,LA Galaxy,64,1
12003,Kim Soo Beom,South Korea,Perth Glory,64,1
12004,A. Rodman,United Kingdom,Bristol Rovers,64,1
12005,J. Maurer,United States,FC Dallas,64,1
12006,D. Boysen,Denmark,Helsingborgs IF,64,1
12007,Urko Vera,Spain,Oldham Athletic,64,1
12008,J. Mendes,Guinea-Bissau,AC Ajaccio,64,1
12009,Yu Sang Hun,South Korea,FC Seoul,64,1
12010,J. Chianese,Australia,Perth Glory,64,1
12011,G. Korte,Germany,SV Waldhof Mannheim,64,1
12012,R. Korte,Germany,SV Waldhof Mannheim,64,1
12013,Mikel Iribas,Spain,CF Fuenlabrada,64,1
12014,W. Jordán,Colombia,Envigado FC,64,1
12015,J. Derstroff,Germany, SSV Jahn Regensburg,64,1
12016,Yu Ji Hoon,South Korea,Gyeongnam FC,64,1
12017,S. Auer,Austria,SK Rapid Wien,64,1
12018,S. Balić,Montenegro,Zagłębie Lubin,64,1
12019,T. Boyd,United States,Hallescher FC,64,1
12020,T. Lee,Japan,Yokohama F. Marinos,64,2
12021,Hwang Soon Min,South Korea,Daegu FC,64,1
12022,M. Harrer,Austria,FC Voluntari,64,1
12023,A. Sarr,Senegal,Paris FC,64,1
12024,K. Al Ghamdi,Saudi Arabia,Al Faisaly,64,1
12025,N. Knight-Percival,United Kingdom,Carlisle United,64,1
12026,O. Hein,Germany, SSV Jahn Regensburg,64,1
12027,Y. Hamza,Saudi Arabia,Al Wehda,64,1
12028,M. Blair,United Kingdom,Doncaster Rovers,64,1
12029,M. Al Fehaid,Saudi Arabia,Al Fateh,64,1
12030,A. Al Qarni,Saudi Arabia,Al Ittihad,64,1
12031,S. Rakowitz,Austria,TSV Hartberg,64,1
12032,D. Iapichino,Switzerland,Servette FC,64,1
12033,S. Piesinger,Austria,Randers FC,64,1
12034,F. Darwish,Saudi Arabia,Al Wehda,64,1
12035,A. Al Zaqan,Saudi Arabia,Al Fateh,64,1
12036,A. Al Mutairi,Saudi Arabia,Al Fayha,64,1
12037,G. Torromino,Italy,Castellammare di Stabia,64,1
12038,A. Al Barakah,Saudi Arabia,Al Fayha,64,1
12039,Hwang Seok Ho,South Korea,Shimizu S-Pulse,64,1
12040,P. McGinn,United Kingdom,St. Mirren,64,1
12041,T. Lindenhahn,Germany,Hallescher FC,64,1
12042,M. Schwabl,Germany,SpVgg Unterhaching,64,1
12043,Jeong Dong Ho,South Korea,Ulsan Hyundai FC,64,1
12044,A. Gnanduillet,Cote d'Ivoire,Blackpool,64,1
12045,T. Abe,Japan,Vegalta Sendai,64,1
12046,B. Stuver,United States,New York City FC,64,1
12047,C. Rojas,Chile,CD Antofagasta,64,1
12048,R. González,Chile,CD Cobresal,64,1
12049,C. Hinestroza,Colombia,Patriotas Boyacá FC,64,1
12050,J. Rivas,Colombia,Gimnasia y Esgrima La Plata,64,1
12051,D. Asprilla,Colombia,Portland Timbers,64,1
12052,F. Saavedra,Chile,CD Cobresal,64,1
12053,F. Reynero,Chile,CD Cobresal,64,1
12054,M. Mancosu,Italy,Virtus Entella,64,1
12055,F. Portillo,Paraguay,CD Universidad de Concepción,64,1
12056,R. Dadashov,Azerbaijan,SC Preußen Münster,64,1
12057,Platini,Cabo Verde,Politehnica Iaşi,64,1
12058,J. Corrales,Cuba,Montreal Impact,64,1
12059,J. Dossou,Benin,TSV Hartberg,64,1
12060,M. Deville,Luxembourg,SV Waldhof Mannheim,64,1
12061,D. Wheeler,United Kingdom,Wycombe Wanderers,64,1
12062,S. Kreyer,Germany,Viktoria Köln,64,1
12063,L. Mancinelli,Argentina,Patronato,64,1
12064,I. Herrera,Chile,CD Palestino,64,1
12065,T. Karlsson,Sweden,Falkenbergs FF,64,1
12066,T. McNamara,United States,Houston Dynamo,64,1
12067,Aidi Fulangxisi,China,Shanghai Greenland Shenhua FC,64,1
12068,A. Stølås,Norway,FK Haugesund,64,1
12069,T. Nishi,Japan,Daegu FC,64,1
12070,M. Diakota,France,Gaz Metan Mediaş,64,1
12071,T. Andreu,France,St. Mirren,64,1
12072,D. MacKinnon,United Kingdom,Hamilton Academical FC,64,1
12073,L. Santelices,Chile,Curicó Unido,64,1
12074,S. Zúñiga,Chile,Unión La Calera,64,1
12075,Zhao Honglue,China,Tianjin TEDA FC,64,1
12076,D. Sosa,Argentina,Argentinos Juniors,64,1
12077,José Fran,Spain,CF Fuenlabrada,64,1
12078,K. van Veen,Netherlands,Scunthorpe United,64,1
12079,O. Balanta,Colombia,Patriotas Boyacá FC,64,1
12080,O. Fisher,Jamaica,DC United,64,1
12081,R. Allen,United States,Philadelphia Union,64,1
12082,Wanderson,Brazil,Pohang Steelers,64,1
12083,A. Hasegawa,Japan,Nagoya Grampus,64,1
12084,T. Mahrer,Austria,SV Mattersburg,64,1
12085,Leonardo Freijão,Brazil,Ceará Sporting Club,64,1
12086,Juli Morrinhos,Brazil,Chapecoense,64,1
12087,Dêniro Prestes,Brazil,Ceará Sporting Club,64,1
12088,Perceval Acunha,Brazil,CSA - AL,64,1
12089,Peixotacinho,Brazil,Bahia,64,1
12090,Mateus Couteira,Brazil,Fortaleza,64,1
12091,Vasquão Junior,Brazil,Atlético Paranaense,64,1
12092,Vagnão Junior,Brazil,Ceará Sporting Club,64,1
12093,Iuliano Alfaro,Brazil,Bahia,64,1
12094,F. Carabalí,Venezuela,Patriotas Boyacá FC,64,1
12095,Y. Díaz,Colombia,Atlético Huila,64,1
12096,N. Bandiera,Argentina,Curicó Unido,64,1
12097,J. Galeano,Argentina,Central Córdoba,64,1
12098,R. Moriwaki,Japan,Urawa Red Diamonds,64,1
12099,Y. Hiraoka,Japan,Vegalta Sendai,64,1
12100,T. Murayama,Japan,Matsumoto Yamaga,64,1
12101,Kim Jungya,South Korea,Vegalta Sendai,64,1
12102,J. Kusukami,Japan,Shimizu S-Pulse,64,1
12103,C. Tarragona,Argentina,Patronato,64,1
12104,K. Ogawa,Japan,Vissel Kobe,64,1
12105,A. Dandea,Romania,FC Hermannstadt,64,1
12106,Nelson Freitosa,Brazil,Ceará Sporting Club,64,1
12107,Claudio Mouria,Brazil,Santos,64,1
12108,Joaninho Chagas,Brazil,Avaí FC,64,1
12109,Mairdel Sampaio,Brazil,CSA - AL,64,1
12110,A. Tanaka,Japan,Cerezo Osaka,64,1
12111,A. Kouakou,Cote d'Ivoire,Damac FC,64,1
12112,P. Pîrvulescu,Romania,Academica Clinceni,64,1
12113,L. Del Pinto,Italy,Benevento,64,1
12114,Adrián Rocheira,Brazil,Atlético Paranaense,64,1
12115,Dillson Teixeiro,Brazil,Fortaleza,64,1
12116,A. Melgalvis,Norway,Lillestrøm SK,64,1
12117,I. Sirelius,Sweden,IK Sirius,64,1
12118,K. Tokura,Japan,Cerezo Osaka,64,1
12119,S. Kamata,Japan,Shimizu S-Pulse,64,1
12120,Zhu Jianrong,China,Shanghai Greenland Shenhua FC,64,1
12121,Jiang Tao,China,Beijing Sinobo Guoan FC,64,1
12122,P. Hoffmann,Germany,SC Preußen Münster,64,1
12123,S. Al Khaibari,Saudi Arabia,Al Fayha,64,1
12124,D. Ernst,Germany,1. FC Magdeburg,64,1
12125,J. Welzmüller,Germany,SpVgg Unterhaching,64,1
12126,N. Fofana,France,La Berrichonne de Châteauroux,64,1
12127,Lucas Sotero,Brazil,Unión Magdalena,64,1
12128,André Luis Neitzke,Brazil,Neuchâtel Xamax,64,1
12129,J. Pérez,Venezuela,Atlético Huila,64,1
12130,R. Iio,Japan,Vegalta Sendai,64,1
12131,T. Bunmathan,Thailand,Yokohama F. Marinos,64,1
12132,N. Ependi,China,Beijing Renhe FC,64,1
12133,João Reis,Portugal,CD Tondela,64,1
12134,P. Lima,Uruguay,La Equidad,64,1
12135,K. Kotegawa,Japan,Oita Trinita,64,1
12136,F. Arismendi,Uruguay,CD Everton de Viña del Mar,64,1
12137,M. Ahmed,United Arab Emirates,Al Ain FC,64,1
12138,S. Torres,Bolivia,Bolivia,64,1
12139,I. Balaur,Romania,FC Voluntari,64,1
12140,C. Straton,Romania,Dinamo Bucureşti,64,1
12141,S. Bușu,Romania,FC Hermannstadt,64,1
12142,A. Patache,Romania,FC Botoşani,64,1
12143,J. Castro,Mexico,Atlético de San Luis,64,1
12144,J. Crillon,France,FC Chambly Oise,64,1
12145,A. Soubervie,France,FC Chambly Oise,64,1
12146,A. Tertereau,France,Rodez Aveyron Football,64,1
12147,J. Chougrani,France,Rodez Aveyron Football,64,1
12148,Mychell Chagas,Brazil,Servette FC,64,1
12149,A. Vardin,France,Le Mans FC,64,1
12150,Y. Fouzai,Tunisia,Al Adalah,64,1
12151,K. Delgado,Chile,Coquimbo Unido,64,1
12152,L. Mihai,Romania,Chindia Târgovişte,64,1
12153,R. Tincu,Romania,Sepsi OSK,64,1
12154,P. Cortizo,Argentina,Patronato,64,1
12155,G. Chatterjee,India,India,64,1
12156,P. Bueno,Argentina,Jaguares de Córdoba,64,1
12157,M. Đurić,Serbia,Central Coast Mariners,64,1
12158,E. Millot,France,AS Monaco,63,1
12159,L. Agoume,France,Inter,63,1
12160,S. Esposito,Italy,Inter,63,1
12161,A. Dabo,France,FC Nantes,63,1
12162,A. Idah,Ireland,Norwich City,63,1
12163,A. Riccardi,Italy,Roma,63,1
12164,J. Yeboah,Germany,VfL Wolfsburg,63,1
12165,M. Vandevoordt,Belgium,KRC Genk,63,1
12166,M. Viviani,Italy,Brescia,63,1
12167,J. Garner,United Kingdom,Manchester United,63,1
12168,A. Perea,Colombia,Atlético Nacional,63,1
12169,Roberto López,Spain,Real Sociedad,63,1
12170,H. Massengo,France,Bristol City,63,1
12171,D. Sikan,Ukraine,Shakhtar Donetsk,63,1
12172,A. Gündüz,Turkey,Trabzonspor,63,1
12173,J. Gvardiol,Croatia,Dinamo Zagreb,63,1
12174,D. Loader,United Kingdom,Reading,63,1
12175,L. Plogmann,Germany,SV Werder Bremen,63,1
12176,Z. Medley,United Kingdom,Arsenal,63,1
12177,N. Ferguson,United Kingdom,West Bromwich Albion,63,1
